Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
931,27,Unique cardigan!,"I hesitantly ordered this cardigan after it spent weeks in my basket. i love it! i am usually ""large"" by retailer brand standards at 5'4"" 145 lbs, but the small fit quite big and i'm glad i didn't go for the larger one. it is super unique and cozy. i gave it a 3 on quality because the knit is a bit itchy and the fibers do come off on other layers. it also is longer than i expected, it hits about my mid thigh.",5,1,0,General,Tops,Sweaters
1050,77,Soft amd comfortable--and very stylish,"I have shirts and dresses from this brand, and they are great. i was happy to finally see a pair of pants! these are just as soft and well made as the other items. i would recommend you try them on. there is only a slight variation from one size to the next, so it will depend on what look you are going for. they are cropped at the calf, but can be ""pulled up"" for a more dressier look. i cannot say enough about the material. it is so soft and comfortable. they do wonders for your behind- i think",5,1,2,General,Bottoms,Pants
855,57,Comfy go-to cardigan,"I bought this online days before my trip to seattle. i read the reviews so was aware it runs large...and it does. i practically lived in it the whole time i was there. it's very comfortable and once it cools down here in so cal i'll be back in it. some reviewers mentioned it bunched up when tied but didn't like the ties hanging loose. i just looped each one and it works great. 
it really runs large. i bought their smallest size and had ample room.",5,1,0,General,Tops,Knits
1075,32,The most beautiful clothing item i own,"I saw this on the rack, and tried it on because it was just so beautiful. the beading and embroidery details are unlike any piece of clothing i've seen in a ready-to-wear store. it feels and wears much more like a couture piece.
i wasn't planning on making such a big purchase, but it's just so beautiful i had to have it. i doubt i'll find another item of such quality and craftsmanship for the price.
runs large- i'm normally a size 6 (135lbs) and the size 4 fit perfectly.",5,1,1,General Petite,Dresses,Dresses
1087,60,Unique - size down,"Love this dress, i've already worn it many times. i started off with a small but had to go to xs which is smaller than my normal size in order to get the fit as pictured. the length is great and works with tights or boots.

great unique dress!",5,1,0,General Petite,Dresses,Dresses
872,30,"Beautiful embroidery, unique design","I'm 5-months pregnant and wanted some beautiful tunics to mix it up between the usual maternity wear. this top is lovely! i love the cut, length and embroidered details however i am not a fan of the side slits. this will work much better post partum so i plan to keep it but my belly currently pulls the slits a bit awkward.",4,1,0,General,Tops,Knits
1094,28,Loved it so much i bought it in the wrong size,"So, when i first found this dress it was already on sale and sold out in petites. for reference i am 5'2"" and currently weighing in at about 108, and my bust is a 32d. the store near my work has a petite shop (thank goodness) so i headed there after my day. they didn't have it in my size but they did have the regular sizing in a 0, which i promptly purchased.

the crossed part sits a little higher than my natural waist, but i think for someone with a slightly smaller chest it would hit spot on.",4,1,0,General,Dresses,Dresses
967,36,Great jacket,"This is one of the cutest jackets i have ever owned. nice soft material. i have a steamer so won't have to iron this, depends on how picky you'd be about that. great cut. ordered my normal size. sending another jacket back that luckily i hadn't worn yet. i know between the two, i will always pick this one. didn't find the sleeves too long which was good as no petite option. seriously so excited to wear this. :)",5,1,5,General,Jackets,Jackets
872,44,Simple perfection,"This is the perfect simple tank for summer. not clingy, and hangs really nicely, but not so billowy that you can't layer a nice wrap or cardigan over it. fabric feels like a great quality. i got it in white, and it's a bit sheer, but i typically layer my tanks anyway. tempted to get this in every color!",5,1,1,General,Tops,Knits
1081,29,Did not fit,"I'm a pretty solid 10 these days (and had no trouble fitting into other size 10 dresses at the store). the large was so tight around my hips. i barely got it on. they didn't have an xl to try on, but i can't imagine i would have fit in it. so, if you have wide hips, this is not the dress for you. it fit fine on top in the l, it was just so tight in the hips that it did not lay nicely.",3,0,1,General Petite,Dresses,Dresses
1060,55,Feel great pants,This pants are comfortable and classy. they go fantastic with tall booties as it gets colder.,4,1,1,General,Bottoms,Pants
1022,59,Perfection!,"I am a huge fan of ag stevie ankles and own at least a dozen pair. i am 5'4"", so this style is perfect for me. this particular wash is a fantastic and flattering fit. it hits right above my ankle and fits beautifully through the hips and legs. i am going to buy a 2nd pair as i know i will be wearing these all the time!",5,1,1,General,Bottoms,Jeans
569,46,"It's like a work of art, but sadly, not flattering","It's like a work of art, but sadly, not flattering on me. i absolutely loved the look, and even considered taking it to a tailor, but the material overall is very stiff. if you're teeny tiny and need something to give you the illusion of hips, you might love it. very sad to return this.",2,0,1,General,Trend,Trend
860,33,Fabric looks inexpensive,"The arm slits are actually subtle, and don't gape open. the chiffon type pleats are lovely, but the cotton material they overlay appears cheap and isn't dressy enough for my work.",3,0,0,General Petite,Tops,Knits
1027,62,,"These coveralls are not cut long enough, i am long in the body and it is very hard for me to find coveralls overalls that are long enough and these unfortunately are the same. i have large breast so that adds to the problem so when i stand sideways and look at the waistband the front you can see is pulled up where the back is hanging lower. they really are nice, my first thought when i put them kn was wow i look a tad like michael myers in them but they're really very cool.....wish i could keep",5,1,3,General,Bottoms,Jeans
1086,43,Truly versatile,"I have worn this dress with a jean jacket, birkenstocks or a dressier wedged sandal. it washes beautifully and is super soft. would buy in different colors if there were more options. looks better in person.",5,1,3,General,Dresses,Dresses
1086,24,Love,"I debated getting this dress for over a month and finally purchased it on retailer member day for 20%off. i wore it on a chiller night with a denim jacket and booties for a more casual feel. constant compliments from friends and strangers. 

only complaint about the dress is the slit. it does not go as high like on the model, stops right at the knee.the cross over is not too revealing (which is nice). overall the fit is great! im 5&#39;6 and usually size 12 and 36dd, the large was perfect!",5,1,0,General,Dresses,Dresses
1094,37,Perfect comfy little dress,"Just picked this up at the store 40% off sale price, well worth it! the petite hits perfect on my 5'3"" frame, right about where it hits the model in the pic. very well made good quality piece i can see myself wearing quite often.",5,1,0,General Petite,Dresses,Dresses
1080,53,Eye candy...,"I haven't gotten a dress from retailer in a long time that i like as i do this one! this is the old retailer-quality, extras, and unique design! fits like it was made for me-tts, i am 5'5"", 142 lbs and the 6 is perfection! no enlarged arm holes or funky fit...it has lining as well as a tu-tu slip underneath so you can create your own fullness in the skirt. it is very fitted at the bust and waist and will hide numerous flaws at the hips. this dress is spectacular so don't wait...press the button!!!!",5,1,1,General,Dresses,Dresses
1077,67,Perfect for travel,"I saw this dress in my local retailer store, and am not sure why i did not try it on then, but later at home it began to haunt me. i loved the colored embroidery against the black. my husband and i will be traveling to europe later this fall and i wanted to take a dress with me that wouldn't take up too much room, and be suitable for times when i wanted to dress-up a little. online i saw that it was available in the petite, and with the reviews warning that it ran large i opted for a medium petite",5,1,2,General Petite,Dresses,Dresses
975,40,Arrived damaged,"The button fell off when i took it out of the bag, and i noticed that all of the thread had unraveled. will be returning :-(",2,0,0,General,Jackets,Jackets
1078,68,,"The print on this is gorgeous, and it's incredibly comfortable. ultimately, i didn't buy it because the length was weird for me (i'm 5'7""); it just looked strange, like it was cutting me off at a weird point.",5,1,1,General,Dresses,Dresses
1078,43,Just a few things off,"I thought this dress looked really cute and many people gave it great reviews. for me, there were a few key things off for it to work. i thought the material was soft, although not thick as you might expect with a turtleneck style dress. i ordered a small and the top fit ok, the arms were a little tight. then the larger problem was the body, it hides everything which is great but the way it fell and just sort of hung there, it didn't do anything for my figure and was not flattering around the wa",3,0,0,General,Dresses,Dresses
945,23,Not for me,"I ordered this with another sweater to compare the two, hoping that one would be what i was looking for. the stitching on this sweater is beautiful so i honestly expected to keep this one. i was looking for a cardigan that was on the longer side as i wear leggings often. this cardigan was not as long as it seems in the picture (hit at my hips, 5'10"" tall). the material seems stiff and a bit rough. the sizing is a bit boxy because it is wide/big cardigan but also short. the stitching was just as",4,1,2,General,Tops,Sweaters
1094,46,Great fit,"This dress fits so well, it is extremely well cut and flattering. the length is perfect (i am 5'5).  i passed on it though, because i didn't love the color. almost like a navy blue that has been washed one too many times. if this dress had more color options or made in a cute print i would not hesitate to buy it. if blue is your color go for it.",4,1,2,General,Dresses,Dresses
1094,44,Beautiful dress,The stitching on this dress is absolutely beautiful and very detailed.,5,1,14,General,Dresses,Dresses
829,39,Classic,"I tried this top on with a pair of white shorts, half tucked, and it looked really classy and nice. the fit was loose but flattering, it is a tiny bit sheer, but i was wearing a magenta bra, so perhaps i am biased. overall, i think this is a good basic addition, to a summer wardrobe, can be worn with a nice skirt, or with jeans as shown here. the 0 (or xs, can't remember) fit me at 115 lbs, with 30dd chest.",4,0,4,General Petite,Tops,Blouses
397,30,"Great overall, too darn long","I'm not petite, but i am short at 5'3 and while these fit in all the right places, the leggings are about 5-6 inches too long. i'm still deciding whether to return or hem - but the hemming would have to be professionally done with this material. bummer.",4,1,0,Initmates,Intimate,Lounge
333,36,,"Beautiful shorts. i'm 5'3"" 130 lbs and athletic/muscular build. the 4 fit perfect which is my true size. great print that will go with plenty of different colors. i feel like you can dress it up or go more casual.",5,1,3,General,Bottoms,Shorts
1116,56,This sweater is adorable.,"Great fit. colors look just like the pic. not too heavy but, warm and cozy.",5,1,1,General,Jackets,Outerwear
860,21,Love it!,"Got this top in white and the rust color. other reviewers mentioned it being much too large, so i went with the xs instead of my usual small. it's slightly oversized, but i love that look, and it's still flattering on me. i also didn't find there to be too much fabric. i am very tall and am happy with the length of this. 34b, 126 lbs, 5'10""",5,1,0,General,Tops,Knits
927,20,Love this sweater!,"I initially saw this sweater in the store and it really stood out. the rose pink color is absolutely beautiful and i love the glimmer band. it adds a beautiful detail to the sweater. the fabric is very soft. the only downside i see, is that lint did get all over the tank top i was wearing underneath. though i think that will change over time as i wear it more. it wasn't a huge inconvenience, which is why i still give this 5 stars. i am always a small at retailer, which is what i ordered, so",5,1,1,General Petite,Tops,Sweaters
1047,26,Very cute by very long,"I purchased these pants once i saw them go on sale. i had seen them a little while back but with summer coming to an end, i didn't want to spend $88 for a pant a wouldn't wear often. the $49 plus 20% off is a great price. they are really cute and just as pictured. good quality too. however, they were at least 3 inches too long. i am 110lbs, 5'3"" and ordered the xs like i always do. they fit perfectly except for the length. worth the $20 to get hemmed.",5,1,0,General,Bottoms,Pants
866,32,Beautiful top!!,"I first saw this shirt on one of the workers at the retailer stores and it looked beautiful. i loved it so much i had to order it when it came on sale. the fit is a little too short for my liking, but i think i can make it work. also, it does fit a little snug around the arms but it at least it doesn't show your undergarments. overall, i think it is absolutely beautiful. the fabric has a beautiful shimmer to it and it looks easy to dress up for a day at the office or a night on the town, or paired",4,1,2,General,Tops,Knits
1055,32,,"I ordered a medium in these, and they were *just* too small for me. i'm a 12, so i was pushing it. there is no room for thighs.. :( but the material is great and the styling is fun. the length seemed ok for me, too. (i'm 5'9"") hoping when i return them they have a large for me to exchange for",4,1,0,General Petite,Bottoms,Pants
1025,30,Not petite inseam...,"I was excited to see these jeans since they came in petite sizes and had a short inseam... unfortunately after ordering/returning several pairs, i found out that these are actually not petite jeans. please beware that if you are ordering these for the shorter inseam, they are actually 28 in... not 24 in as in the description. other than the inseam issues, they fit like typical paige denim.",1,0,1,General,Bottoms,Jeans
873,32,Run large,"I love the idea of ruffles, but this shirt was huge! i normally wear a small or medium, and i got the small. it felt more like a large to me. maybe if you size down 1-2 sizes, it will work out for you. i'm going to take it back rather than exchange. i also wish it was a more lightweight material for summer, but it's pretty thick.",3,0,3,General Petite,Tops,Knits
907,67,Perfect little sweater,"This sweater is just the cutest- sweet and feminine with interesting details especially in the back. it's very figure flattering worn closed (there are 3 adorable little buttons) or it can be worn open over a dress or a cami.
it runs very small, i usually wear a small or extra small but i bought this one in a medium, mindful of the reviews. i'm so glad i did since in addition to running small the sweater did shrink a little when i washed it even though i hand washed it in cold water. it wasn't a",5,1,1,General,Tops,Fine gauge
875,74,Versitile,"Stylish. great color. great fir in between weather.
may need shortening but constructed in a way that will make it easy.",5,1,0,General Petite,Tops,Knits
869,36,Great casual pretty shirt!,"I ordered this shirt online without seeing it in person, and it is great! it is true to size (if not slightly loose fitting) and a thick cottony-material with a pretty design. could be nice for spring, summer, or even fall with a cardigan.",5,1,0,General,Tops,Knits
975,45,Love this jacket!!!,I tried it on in the store & loved it but didn't purchase. then the retailer sale happened so i had to order it. it's lightweight and perfect for southern california. the embroidery adds funk and femininity. i'm 45 and feel like this works well for any age. i'm typically a large or 12 and the large fit perfect. i can't wait till the temps drop so i can wear it!!!,5,1,1,General Petite,Jackets,Jackets
831,32,Beautiful,This top is just adorable. i'm usually between an xs and a small and i went with the small and it's a little more roomy. i wanted it to be long enough. the colors are beautiful and it's a must have.,5,1,0,General,Tops,Blouses
867,59,,"This blouse is lovely. i ordered a large because so many blouses run small for me, but am returning for a medium, as it fits pretty loose. i love the tie. its unique and feminine.",5,1,10,General Petite,Tops,Knits
240,48,Adorable one piece,Seafolly is my favorite brand in swimwear. i've collected a few over the years. i was so happy to find this print. the little umbrellas are so cute and fun. i am normally a size 8 in seafolly and this one ran true to size.,5,1,0,Initmates,Intimate,Swim
1110,43,Stunning and well-made,"I waited patiently for this dress to arrive in my local retailer store and loved the design immediately (the green motif). as others noted, it is on the flowly side. for this reason, i went with a size s. i wore it on easter and can't wait to wear it again. i did not have any issues with wrinkling or putting on the dress. it is a simple over the head, no fuss kind of dress. you get to be supremely comfortable and look like a goddess. this is one of those retailer pieces that you will have for years",5,1,6,General,Dresses,Dresses
793,66,Wide and long,"Been on the hunt for jammie's so gave these a shot. ordered my normal size large. fit well in the waist but i don't like the super wide legs. and they're too long. pretty color and pattern, however, the fabric isn't as soft or cozy as i hoped. i'm retired and wanted pajamas to lounge in all day. these missed the mark for me.",4,1,0,Initmates,Intimate,Sleep
949,40,Not as great as the photos,"I love mixed media clothing, and this is no exception. i fell in love with this right away, and after being torn between the two colors, opted for the rose. it's very gorgeous in person - midweight and very soft. however, as soon as i put it on, i noticed the knit sides truly flare out; they don't lay nicely like on the model. it could be because of my large chest (36dddd), but everything below the chest seems to widen me. it might work better on someone with a straighter build or smaller chest.",4,1,2,General,Tops,Sweaters
1094,26,This just might be the perfect dress,"I received this dress as a birthday gift and am completely in love with it! there are some things about it that i wish i'd known (but are by no means deal breakers!). first, you can kind of see this in the model shot, the keyhole neckline is not sewn shut at all - it's completely open. it didn't cause problems for me, but some women may not be comfortable with that. my dress didn't have any zippers and so was a pullover. the band that runs around the waist has little to no stretch, so you have t",5,1,5,General Petite,Dresses,Dresses
866,50,,Such a cute top! can be dressed up or down. i wore it on sting break and had many compliments.,4,1,0,General,Tops,Knits
1022,41,Like butter,These leggings are so comfortable and luxurious.  when i opened the package i knew i was in trouble.  they are comfortable and beautiful.  a perfect piece for any wardrobe.,5,1,0,General,Bottoms,Jeans
836,59,Beautiful!,"I agree with other reviewers, this print is beautiful, i'd love to see the artists other work...
however, the price is steep for sure!
i was hoping to wear this with my skinny jeans but it is waaaay too short for that! i have an extra long torso so this is not an unusual problem for me, but this one is worse than usual almost like a crop top. unlike other reviewers tho, i would not want to size up. it fits snugly but not tight. the fabric doesn't give much tho, so if you're on the verge of siz",4,1,0,General,Tops,Blouses
861,49,Comfort and style,"I love this tee, it is comfortable and soft with the nice detail of buttons at the shoulders, a good v-neck, and subtle stripes. however it runs quite long! i thought i ordered the petite but i received a regular length tee and it was down to my thighs. so order a petite unless you are quite tall or like a tee to fall that low over your hip area.",5,1,0,General,Tops,Knits
1121,34,Worth it for me,"I rarely write reviews on here, but this coat deserves a mention.

i have wanted a trench coat for a long time, but my build and coloring are not flattered by the traditional beige/khaki coat or cut. i leapt when i saw this one and immediately ran to my local store to try it on.

it is not *really* a rain coat, but more like a charming layer in the style of a coat. it's lightweight, soft fabric that swings really well - but also gets slightly wrinkly. the color is lovely and the buttons are",4,1,2,General,Jackets,Outerwear
935,35,Poor quality,"I ordered this cardigan on sale and it was a wonderful fit and color. just the light sort of cute pullover i was looking for to keep and wear at work. unfortunately, it is poorly made. i wore it once and it already started to fray and fall apart. after closely inspecting the cause, i realized that the threads in the sweater are not fully sewed together, so the minute you put it on, one will start to unravel leading to a domino effect. it is a shame because the design and cut were truly a great f",2,0,0,General,Tops,Sweaters
359,24,This is the perfect throw on shirt.,I can not speak highly enough about this shirt. i originally bought the navy one and then went back to purchase the other two colors. the material is soft and thin without being flimsy. the fit is very flattering.,5,1,1,Initmates,Intimate,Layering
1021,65,Love this skirt--get it,"This is a beautiful skirt and such a great piece to collect from erin fetherston.

the design and cut are very flattering on a variety of body types. i have more of a curvy shape and love this type of cut to accentuate my smaller waste (rather than fitted dresses/skirts that hug).

there are several linings that help give shape and volume. the stripes are made of ribbon. it's so gorgeous, i've received many compliments. i've paired with a sequin tank and glitter keds by kate spade...it's a dynam",5,1,0,General,Bottoms,Skirts
866,34,Super soft!!,"Got this in white and love the scallop detail. the material is also super soft and stretchy. i would've absolutely loved this in black, but i feel like the white enhances my hips a bit too much. i think this would be super cute on a taller frame. got my usual xs and it was a perfect fit!",5,1,1,General,Tops,Knits
986,43,Unimpressed,"I was so excited for this kimono. i thought the colors would be lovely. i was looking for a unique wrap/vest/kimono. i ordered this online expecting to be dazzled. sadly, i was not. this arrived and fell short on all measures. the colors were flat, the fabric felt cheap and the construction did not scream $108. it felt like something i would find in a college import/head shop. back it went. i ended up buying the silves wrap, which i love.",2,0,1,General,Jackets,Jackets
938,37,,"Gave this to a friend as a gift.  soft, lovely.  she loves it.",5,1,0,General Petite,Tops,Sweaters
1059,37,,Had to send back for exchange. way too big. i'm very excited to get a smaller size because they are really beautifully made.,3,1,2,General Petite,Bottoms,Pants
860,50,Quintessential white top,This feels so nice and light and summery. nothing like a crisp white top for the season.,4,1,0,General,Tops,Knits
1081,43,My new favorite dress,"I own a couple of bailey 44 dresses and am a huge fan of their comfort and ability to flatter my figure. when i saw this one on a special promo, i knew i had to try it on. once i did, i knew it had to come home with me. i wore it to a work event last night and look forward to wearing it on a date night soon. i am a s or m and took a s in this dress. i went with cobalt and paired it with gold jewelry as in the photo.",5,1,1,General Petite,Dresses,Dresses
830,36,Fun & different,"I love the colors in this top. the black tie makes this top different from anything else in my closet. the cut accentuates my shoulders, which i like. i usually wear a petite small, so i ordered this in an extra small and it fits nicely. the fabric could be a bit softer, but i still really like this top. it's unique and very feminine.",4,1,1,General,Tops,Blouses
850,50,,"I initially purchased this shirt in the grey motif color, size l (my usual size, i'm 5'8"" size 14). unfortunately i found the shirt very roomy, but loved the pattern and style. so i ordered a medium and much to my surprise it fit much better. i'm very happy with my purchase.",5,1,1,General Petite,Tops,Blouses
1020,47,Great fabric but really bad shape,"If i could sew, i'd take the fabric from this skirt and make it into a different shape (after ordering a bigger size). the fabric is just as it appears online -- totally gorgeous with almost a quilted feel to it. however, this thickness means the skirt sticks out like something judy jetson would wear. it's also too small in my go-to skirt size (and i order a lot at retailer). the waist and hips are small (making the skirt too short as well), but the bottom flares out ridiculously. i ordered two of",1,0,6,General,Bottoms,Skirts
395,36,Perfect!,"Oh how i have searched for a mid-rise bottom that was not matronly, and finally i have found one! they cover just enough of the back without looking like my mothers bathing suit butt, and the ruched sides add just enough interest to not be boring in a solid color. and speaking of the color, the blue is beautiful. i am happy with these and hope they hold up for several years. i am 125 lbs and the small fit perfect.",5,1,8,Initmates,Intimate,Swim
868,53,This one's a keeper,"Really cute top(especially the back)!  i've tried on several of these tops that overlap in the back and none of them lay as nice as this one.  the soft cotton fabric really works well with this style.  runs tts and i love that the arms are more fitted with some stretch to the fabric.  regular length works fine on my petite frame as well.  the color is a darker cream and almost has a slight nubby effect to it.  first one i received had a snag/hole in the lower sleeve, so hopefully it holds up.",5,1,0,General,Tops,Knits
1094,57,Gorgeous but runs very small,"I wish his dress would have worked. it is beautiful!! however, the waist and bust runs very small. the bottom of the dress does flare out a bit but the waist is so tight that unless you are a stick, everything at your waist and hips will stick out.",3,0,6,General,Dresses,Dresses
1077,31,Not what it looks like,"First of all, this is not pullover styling. there is a side zipper. i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me.

second of all, the tulle feels and looks cheap and the slip has an awkward tight shape underneath.

not at all what is looks like or is described as. sadly will be returning, but i'm sure i will find something to exchange it for!",2,0,7,General,Dresses,Dresses
828,73,Cute top but very uncomfortable,"The styling of this top is so cute but the fabric is thin, kind of scratchy & has
almost no give to it.  it is very uncomfortable on & is very restricting as far as
movement is concerned.   cannot recommend - back it goes!",1,0,0,General,Tops,Blouses
909,56,So soft!,"I love the coziness of this sweater. i do think it is designed for a looser fit, but i sized down for a closer fit. the sleeve design is unique and flattering i think, kind of of like a cap sleeve would be if you were wearing a long sleeve shirt under it. i gave it 4 stars instead of 5 because it does shed some, but has so many other positive features that i am keeping it and plan to wear it with lighter colors so i don't need to worry about it.
just lovely really, love the blue color especially",4,1,0,General,Tops,Fine gauge
862,26,So comfy,Love this! fits great. warm and soft. would recommend,5,1,0,General Petite,Tops,Knits
907,37,Nice but too expensive for what it is,"This jacket is extremely soft and comfortable, with a heavier textured fabric. i think it is expensive for what it is--$138--probably best to wait for a sale",3,1,9,General,Tops,Fine gauge
872,48,Love,This is the most flattering shirt--love the fit and color!,5,1,0,General,Tops,Knits
627,45,Gorgeous suit but only for the right body type,"I absolutely love this suit and was very disappointed to have to return it! it is really well made and the fabric colors/design is beautiful in person. unfortunately it just did not fit my body type. i am athletic build with a smaller chest and thicker behind, 120lbs, 5'4. the small was definitely the right size for me, but the back of the suit cut way high up on the butt so that a lot of the rear is exposed, which just did not work well for me. this will work great for someone with a smaller bu",4,1,1,Initmates,Intimate,Swim
820,58,Versatile,"I bought this shirt in a size 10. i am a 32 4d and it fit perfect, but wanted it to fit flowy as it does on the model...so sizing up to a 12. very nice quality fabric...not sure how it will be after it's washed. looks just like the picture. i bought the ivory color.",5,1,0,General,Tops,Blouses
705,34,So cute!,"This romper is so dang cute. i normally wear a m/l or 10/12. i took a medium in this though either size would probably have worked depending how loose you like it. it's not too sheer and the shorts aren't too short (i'm 5'9). my only complaint is the front toe came off on one side as i was trying it on, an easy fix but still it should come off that easy.",5,1,0,General,Bottoms,Shorts
862,45,Goofy neck,The quality and color is great on this top.  the neckline just seemed a be pulled a little too tight on the one side of my neck to be a true off-the -shoulder look.  and to wear it as a cowl neck (or actually looks like a boat neck) just makes it too ordinary- since i love the off the shoulder look.  it fit me everywhere else and the slim waistline of this top is super flattering- so i think my size was right.  the cut of the neckline just needed to be more more definitive one way or the other.,3,0,0,General,Tops,Knits
834,40,"Very nice, just as pictured","Very cute top, just as pictured, nice soft material, color is bright and true to size. wore it to work today on casual friday and received many compliments. highly recommend!",5,1,0,General Petite,Tops,Blouses
1078,38,Odd fit,"This dress had an odd fit. very loose on top with pointy darts, very tight on bottom. fabric was stiff so it didn't move well with me",2,0,4,General Petite,Dresses,Dresses
1072,33,Listen to the reviews--pass!!,"Man, this dress is the worst. i don't understand how it looks the way it does on the model. agree with previous reviewer - there must be a minimum of 200 pins pulling the waves and waves of extra fabric back. this dress looks so cute , but is so, so, so disappointing in person. sweater collar and cuffs - stiff and bulky. dress - billowy and sack-like - not sure how they got a belt to pull it all in. save yourself the return and do not get sucked in by the sale price and extra sale discount like",1,0,0,General Petite,Dresses,Dresses
1095,20,Fabulous dress!,Fits well and appropriate for work or going out! love the pop of red in the beads! could easily be worn with a jacket well into fall! i typically wear a 6 and a small fit perfectly. not too short- but hits above the knee! this will get lots of wear!,5,1,0,General Petite,Dresses,Dresses
914,43,Great staple with unique touches!,"I order this sweater in black - size small - and i just love it. i'm a slender 5' 9"" 130 lbs and the small is perfect in for me. while it has the classic cardigan look and a slightly oversized ""boyfriend"" feel to it, the rounded front hem, hip pockets, and buttons that end slightly above the bottom hem (where the rounded hem begins) are unique touches i appreciate and love in retailer's clothing. the weight was slightly heavier than i expected and better quality, but it is perfect for my minneapol",5,1,0,General,Tops,Fine gauge
1083,47,Exceptional design,"Size 2p is perfect for me (32a, 25"" waist, and 32"" hip) with a lot of room left for a big dinner. the design is exceptionally creative and attractive, and the fabric is of very high quality.",5,1,0,General,Dresses,Dresses
861,42,Terrible!,The back of the shirt has a tag stitched in with red thread that goes through to the outside of the shirt. it is very visible and looks terrible - especially since the back is the focal point of the shirt. do not recommend,1,0,0,General,Tops,Knits
1087,41,Best on a slender body type,"Tried this on in the store - i love the colors but the cut was just not flattering. the liner was fine, but the dress flared out excessively and looked like a tent. tried it with a belt for some definition but the fabric was too thick.",3,0,1,General Petite,Dresses,Dresses
1078,23,Great,It is one of my favorites from retailer. i received so many compliments while wearing it! i usually wear a 6 but i sized down to a 4 and still had plenty of room.,5,1,1,General,Dresses,Dresses
1095,58,Good quality,"I thought i would take a chance even though reviews suggested tricky sizing issues. unfortunately it's true, it was very tight at the waist and bust even though i sized up to a size 8. i took it back to the store.",3,1,0,General Petite,Dresses,Dresses
867,48,Run very large,I ordered an xl because most retailer button ups i need a 12 and sometime 14 due to my shoulders and chest but this was huge.,3,0,0,General,Tops,Knits
861,45,T.la's cutest tee. ever!,"Every spring/summer i look forward to t.la's tanks & tees and stock up on them. sometimes it is difficult to determine the color online, but this top (i bought it in green) is without a doubt the same color in person as it is online. the color is a gorgeous sea green and the softest cotton tee (just keeps getting softer wash after wash) and the silver buttons on the side (what a unique twist to an everyday tee). now all i need is the blue one.",5,1,5,General,Tops,Knits
828,41,Beautiful shirt to bring in fall.,Thicker than you think...the colors are gorgeous and remind you of the changing of the seasons. can not wait to wear when the weather gets cooler. retailer did not disappoint. plan to purchase in other color soon.,5,1,3,General Petite,Tops,Blouses
862,27,Love this sweater; no need to dry clean,"I love this sweater. i purchased it in the red/berry color. it is so incredibly soft and cozy and the fit is fantastic! it hugs my curves in all the right places! i purchased it without even looking at the care instructions. but, after reading a couple of reviews here, i opted to wash on delicate and line dry. it came out perfectly!",5,1,4,General Petite,Tops,Knits
1066,24,Great pants! runs small and green color is wrong,"I ordered these pants in black and green. the fit of the pants is perfection. they feel amazing and are so flattering. they do run a full size small. i'm consistently a size 6 in all pants (typically wear paige, joes, and frame and always a 6) but i had to get these in an 8. the 8's feel great though so i think they're just a full size small. 

secondly, the green color is not at all what's pictured. the green is hunter, not olive, and much less versatile. i'll be returning the green pants.",4,1,0,General,Bottoms,Pants
1056,64,My dream chinos!,"They have all the features i've been searching for:
the leg is straight, not tapered or fitted. the fabric is soft, with an authentic worn-in look. the overall look is casual, relaxed and cool. i love these chinos and definitely plan to buy more.",5,1,0,General,Bottoms,Pants
1095,54,Petal perfect!,Lovely statement shift. sweet and sophisticated at the same time. the lightweight knit drapes nicely over one's figure. my store showed it paired with a collared cream-white blouse for alternative styling. i know i'll be experimenting with solid tees.,5,1,4,General Petite,Dresses,Dresses
960,67,Had to have this!,"I first saw this online, and as a long-time wearer of vests, this really caught my eye. once it came into the store i was able to try it on, in grey small, and it was perfection. it just wasn't in the budget so i decided to wait for it to go on sale and watch the website every day. we have 5 stores in my area and when it got down to only 2 having limited availability for a small i sprang into action. the largest store had put it on the ""almost gone"" rack and they had only 2 smalls. i tried them",5,1,2,General,Jackets,Jackets
829,51,"Classy, sophisticated",I bought this blouse in a size 4 (my normal size) to pair with winter white slacks and gun metal pumps. it was a hit. i felt beautiful and professional. and received many compliments at work as well as at an after work gathering the quality is surprisingly sturdy given the lace work. the collar and cuffs really set the design off. this top is much more impressive in person.,5,1,4,General,Tops,Blouses
873,50,Looks cute - but sheds!,"This jacket looked adorable on. it was also quite comfortable. however, it sheds and left fuzz on every dark surface it touched. sadly, this is a deal breaker for me.",2,0,4,General,Tops,Knits
1078,31,Comfortably chic,"I have a casual oceanside wedding to attend and thought this easy, yet elegant dress would be a good purchase. i initially bought two sizes: 10 and 12. i'm typically a 12 in more structured dresses (i.e., more rigid fabric with zippered entry) but because this dress was flowy and slipped on over the head, i also ordered the 10. i'm 5'5"", broader shoulders, 36d, with smaller hips that are typically one size smaller than my top half. the 12 ended up being comically huge and fit like a tent. the 10",4,1,1,General Petite,Dresses,Dresses
875,30,Nice casual top,"Very pleased with the fabric and design of this. it is thick, but not heavy, and the cutouts in front fall so that you don't really have to wear anything underneath (there is one cut out pretty low in the middle that i didn't initially notice, but wasn't really a problem). i'm 5""4/b cup and i bought the small but would have been better with a medium as the small kinda pulled through the chest. i couldn't wear anything over it without it pulling the whole top up. it's also a bit shorter than i th",5,1,0,General,Tops,Knits
