Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,age_category,rating_category,result,classify,tipo,sentimento
867,44,Short/boxy,"Love the idea of this but it ran short and boxier than i would have liked. material is soft, cute design but not flattering. returning",3,0,0,General,Tops,Knits,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":134,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""Love the idea of"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""material is soft"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""cute design"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1078,37,Pretty for spring and summer,"I love the green pattern. the fabric hangs and moves beautifully. thick enough to cover undergarments without slip or liner. ballet back is nice detail. i'm curvy and generally between s and m, s has a little room to spare. generally flattering piece. great for summer!",4,1,0,General,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":269,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love the green pattern"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric hangs and moves beautifully"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
879,35,Stretches out during wear,"Love the style and fit, but it does stretch out during wear. by the end of the day, it feels big.",3,1,0,General Petite,Tops,Knits,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":97,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""Love the style and fit"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'","('PRODUCT', 'MAL')",PRODUCT,MAL
1078,49,,"I loved this dress when i saw it. however the fit was way off. i am 5'7"" 120 lbs and the small was way too big from the waist down. when the xs arrived i was sure it would be perfect. unfortunately the waist hit way too high, above my rib cage and the dress was too short. it was as if it was a petite size. i was very disappointed as this is such a pretty, easy dress to just throw on for school. unfortunately neither size looked right on me and i had to return both. the material is also not the s",2,1,0,General,Dresses,Dresses,adultos,muito ruim,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I loved this dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""easy dress to just throw on for school"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the material is also not"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
862,30,Simple and stylish,Chic and comfortable and looks great with skinny jeans or leggings. i'm usually a small/medium and thought the medium had a better overall look - sleeves were just a little long. the detail on the sleeves is kind of like the inside of a sweatshirt and makes it look a little more polished than the average athleisure top.,5,1,1,General,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":321,""features"":1},""language"":""en"",""entities"":[]}'","('NONE', 'NONE')",NONE,NONE
833,37,Love!!!,"I'll admit, it's been a few months since i've shopped at retailer. i feel like i have to try on just about everything because there doesn't seem to be much consistency between the brands. i'm so glad i wandered in our local store this week! this top is so beautiful in person and well-made. the embroidery is lovely and it's lined, so not too sheer. i'm tall and it was a good length, hitting just above the hip. i think it runs tts or maybe just a tad big. the s fit perfectly across the chest,",5,1,11,General Petite,Tops,Blouses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":495,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""this top is so beautiful"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""fit perfectly across the chest"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1033,48,"Cute on the hanger, not so much on","I saw these in my local retailer and loved them on the hanger. when i tried them on, not so much. the material is a pretty substantial white denim and very stretchy (i didn't find them to be that smooth of a fabric, but more of a traditional denim texture). i am a 6-8 in pants, and normally wear a 27 in pilcro denim. when i tried on the size 27 in the store, i found them to be very tight in the thighs - and i don't have big thighs. i also found the pants to pull conspicuously across the crotch are",3,0,1,General,Bottoms,Jeans,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":502,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the material is a pretty substantial white denim"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
860,52,Awkward fit - was not wowed,"I love natural colors and nature themes but this top was a disappointment. i ordered both the small and the xs because retailer can run very large. the small was too big and the xs did not hang correctly, the arms hit at a weird spot and the neckline wouldn't sit right. overall the fit was boxy and unflattering. the fabric is pretty but the style is well....boring. there was just no wow factor for me. i think the fabric deserved a much better design. imho i think this top might be better suited fo",3,1,3,General Petite,Tops,Knits,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":502,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I love natural colors"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""i ordered both the small and the xs because retailer can run very large"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""COMPANY"",""text"":""overall the fit was boxy and unflattering"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric is pretty"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""there was just"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric deserved a much better design"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('COMPANY', 'MAL')",COMPANY,MAL
1059,57,Just okay,"I was so excited to receive this romper. it's a great material, but it's actually a bit drab. the colors are very bland and the flowers just hang. it's not flattering as it is very roomy.",3,0,0,General,Bottoms,Pants,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":187,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I was so excited to receive this romper"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1},{""type"":""PRODUCT"",""text"":""the colors are very bland and the flowers just hang"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'MAL')",PRODUCT,MAL
1081,39,Gorgeous dress,I love wearing this dress and have had many compliments. it's a great color and a fabulous fit,5,1,0,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":94,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love wearing this dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
109,56,Love this!,I bought it in black and cream! great weight. soft fabric. beautiful lace.,5,1,0,Initmates,Intimate,Layering,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":74,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I bought it in black and cream"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""soft fabric"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
862,44,,"I bought this top in all four colors. soft material, elegant design, relaxed fit- a true staple for every closet!",5,1,0,General,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":113,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I bought this top in all four colors"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""soft material, elegant design"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
824,44,,"I love the overall design of the top. the embroidery is very nice as well. i would agree with the past reviews that it runs large. i am between a small and medium, so i ordered the small.",5,1,2,General Petite,Tops,Blouses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":187,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love the overall design of the top"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
563,56,Absolutely gorgeous,"This gorgeous dress is what retailer is all about. natural fibers like silk and rayon and cotton, unusual beautiful prints and colors, not your average day to day find. i bought this in my usual size l, and while i could use a bit more room in the top, it works either unbuttoned one button, which shows the beautiful turquoise slip that comes with it, or, i am going to stitch it down the front so the buttons won't open and the top won't gap at the bust. i am 5'5"" and the dress is a perfect l",5,1,8,General,Trend,Trend,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":495,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""This gorgeous dress is what retailer is all about"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
873,20,Awesome!,Love the design (i got the blue and green one). it was more see-through than i thought but the pattern covers it so it doesn't matter what color bra you wear.,5,1,0,General,Tops,Knits,jovens,boa,"b'{""usage"":{""text_units"":1,""text_characters"":158,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""Love the design"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
1077,51,Love!!,I love this dress!  i originally ordered it in a small but returned it for an extra small.  it fits perfectly - love the details.  so classic and comfortable !,5,1,0,General Petite,Dresses,Dresses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":159,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""I love this dress"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""it fits perfectly - love the details"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""so classic and comfortable"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
422,35,So soft!!,These pants have a very odd design but they are so soft and so comfortable i could not resist. going on a trip to key west and thought they would be great for the plane ride. they fit true to size. could not pass up as they were on sale.,5,1,1,Initmates,Intimate,Lounge,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":237,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""soft and so comfortable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""they were on sale"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
835,38,Obsessed!,"I fell in love with this in the store. i am petite at 5'3"" and 110 lbs and i went with the regular size 0. i agree with another reviewer that the petite sizing would have been too short. the color is rich, the quality is fabulous and i love the style. it is not fitted, but i also found that it wasn't too wide either. if you're looking for a fitted top, this wouldn't be the one. but if you love a well-styled top with a bit of volume that you can rock with a pair of skinnies to balance it out, the",5,1,1,General,Tops,Blouses,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""i agree with another reviewer that the petite sizing would have been too short"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the color is rich"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the quality is fabulous"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""i love the style"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
872,48,Flattering tee,"I just tried this top in red in xs and i think it's cute. it's fairly fitted in my opinion; the sleeves are pretty snug but there's stretch to them. i was fine with the fabric and the size xs (i'm ~105 lbs, 34aa) even though sometimes i fit better in xspetite. the only downside is that the washing instructions say to remove the tie before machine washing, and i guess that put me off a little (the idea of re-lacing it every time). so i haven't yet bought it. the red is vibrant, tomato red and the",4,1,19,General,Tops,Knits,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""i haven\'t yet bought it"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'NONE')",PRODUCT,NONE
1077,66,"Wanted to like it,but it just didn't work.boring!","I ordered this on-line, in a size 8. the fit is ample and fine fine, and the fabric is acceptable, but as much as i wanted to like it, and keep it, i ultimately returned it. it is just too, too conservative for me. i loved the deep olive/khaki colour, and even experimented wearing it open as a duster over a top and slip pants, leggings, or skinny jeans, but the collar and the front pocket styling are just too man-tailored and cargo-like in their styling for me. i tried it with different belts, w",4,0,0,General,Dresses,Dresses,terceira idade,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":500,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I ordered this on-line"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""the fabric is acceptable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""their styling for me"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1098,68,Runs really large,"I'm glad i red the reviews before ordering and sized down. for reference, i am 5'7"" and generally a size 8 or m in dresses. the small in this piece fits loosely in a flattering way, but a medium would have swallowed me. otherwise, it's a great, casual piece. the material is light and soft, and it's cute over leggings.",4,1,0,General,Dresses,Dresses,terceira idade,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":319,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""the material is light and soft"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
1094,43,Very cute!,This is a super cute dress which is quite flattering. it is made with a higher waist and a bit of a fit and flare. the only complaint is the side zipper which seems to get caught and not move easily.,4,1,0,General Petite,Dresses,Dresses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":199,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""This is a super cute dress which is quite flattering"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('COMPANY', 'NONE')",COMPANY,NONE
831,47,Pretty pleasant,I like this on the model so i ordered it. it is not quite as deep in color as online but still pretty. it fits well not too loose and not tight at all. i will get great use out of this all the way through spring!,4,1,2,General,Tops,Blouses,adultos,razoável,"b'{""usage"":{""text_units"":1,""text_characters"":212,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I like this on the model so i ordered it"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""it fits well not too loose"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""COMPANY"",""text"":""i will get great use out of this all the way through spring"",""disambiguation"":{""subtype"":[""MAL""]},""count"":1}]}'","('COMPANY', 'MAL')",COMPANY,MAL
1025,47,Perfect fit,I have trouble finding pants that are long enough and also narrow enough on my hips. these fit like a glove and never stretch out.,5,1,0,General,Bottoms,Jeans,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":130,""features"":1},""language"":""en"",""entities"":[{""type"":""PRODUCT"",""text"":""these fit like a glove"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'NONE')",PRODUCT,NONE
873,31,Even prettier in person,"I purchased the purple motif in petite size small. it hits just the right length for me, but i can see that if i were any larger chested, it might be an issue. (for reference, i'm a 32d, 5'4, 112lb.) it's very forgiving on the tummy area, without looking bulky (other moms know what i'm talking about and understand my appreciation for this). the shirt is also a nice quality, really comfortable, and it's easy to wear with jeans, shorts, skirts, etc., making it a welcome versatile piece.",5,1,2,General,Tops,Knits,adultos,boa,"b'{""usage"":{""text_units"":1,""text_characters"":489,""features"":1},""language"":""en"",""entities"":[{""type"":""COMPANY"",""text"":""I purchased the purple motif in petite size small"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1},{""type"":""PRODUCT"",""text"":""it\'s very forgiving on the tummy area"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""the shirt is also a nice quality"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""really comfortable"",""disambiguation"":{""subtype"":[""BEM""]},""count"":1},{""type"":""PRODUCT"",""text"":""jeans"",""disambiguation"":{""subtype"":[""NONE""]},""count"":1}]}'","('PRODUCT', 'BEM')",PRODUCT,BEM
